"XPOL-2-5G","simple","A-XPOL-0002-V3-01, A-XPOL-0002-V3-02, A-XPOL-0002-V3-03","X-Polarised, High Gain, Uni-Directional 5G/LTE Antenna (2X2 MIMO)","1","0","visible"," New advanced metamaterial technology 
 Exceptional performance over the main 4G/5G bands
 High Gain for the antenna size
 Wideband 2x2 MIMO 4G/5G antenna
 Backwards compatible 2G/3G/4G/LTE/5G antenna
 Two cross polarised antennas in one enclosure for optimal LTE performance
 IP65 weather/dust and vandal resistant enclosure.","The XPOL-2-5G is Poynting’s third generation “V3” of this very popular Cross Polarised (XPOL), cellular band, 2×2 MIMO antenna. The antenna enclosure effectively looks the same as the second generation “V2” but has been completely redesigned on the inside. We have used advanced metamaterial technology, making use of Artificial Magnetic Conductors (AMC) and new registered/patent pending radiator configuration, which is proving to yield exceptional improvements in bandwidth and gain. Radiation patterns of this antenna are exceptionally well controlled, further adding to the performance of the antenna.
The XPOL-2-5G antenna includes the newer 3400 – 4200 MHz bands, which were not previously covered by our V2 and is suitable for 2G, 3G, 4G & 5G. This antenna performs exceptionally well in the following frequency bands: 617 – 960 MHz, 1710 – 2170 MHz, 2300 – 2700 MHz & 3400 – 4200 MHz in addition to the new bands, the gain in the 1700 MHz and 2.7 GHz is around 3 dB higher than the “V2” over the same frequency bands! Our “V2” antenna already outperformed most competitors over these bands, so this substantial improvement in gain shows the benefits of the new advanced materials and novel radiator design.
So, if it was a car, we installed an entirely new technology engine producing twice the power under the bonnet – it may look the same, but just wait until you turn the ignition on!
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural","Commercial & Industrial, Farming & Agricultural","","http://localhost:8080/wordpress/wp-content/uploads/productImg/XPOL-2-5G/image1.png","","","","","","","","","0"
"LPDA-92","simple","A-LPDA-0092, A-LPDA-0092-04, A-LPDA-0092-04-LTE, A-LPDA-0092, A-LPDA-0092-30-LTE","Wideband Log-Periodic Dipole Array Antenna","1","0","visible"," Futureproof wideband LTE and Wi-Fi antenna covering 698 – 3800 MHz
 Compatible with 2G, 3G, 4G and 5G technologies
 Covers the CBRS Band from 3.2 GHz to 3.8 GHz
Improves mobile network subscriber’s user experience
Weather- and vandal resistant
Used in extreme weather environment","This high-gain, wideband, directional antenna covers all international cellular, mobile and wireless data bands including GSM 900/ GSM1800/UMTS/LTE bands. It also covers the extended cellular and WiMAX bands such as European/USA “Digital Dividend bands” and 2.3- 2.7GHz licensed and unlicensed data bands. Its configuration is suitable for various wireless communications systems. This antenna is unique in its combination of ultra-wide-band operator with a consistent high-gain performance. It has been successfully used in extreme weather environments in Africa and Europe with close to zero failures. A firm favourite, in any area where operators are having signal challenges. It is ideal for any application using the GSM network (LTE/ HSPA/3G/EDGE/GPRS).
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/LPDA-92/image1.png","","","","","","","","","0"
"XPOL-1-5G","simple","A-XPOL-0001-V2-21, A-XPOL-0001-V2-41","X-Polarised, Omni-Directional, 2X2 LTE MIMO Antenna","1","0","visible"," Exceptional performance over the main 4G/5G bands
 High gain for the antenna size
 Wideband 2x2 or 4x4 MIMO 4G/5G antenna
 Backwards compatible 2G/3G/4G/LTE/5G antenna
 Weather, dust and vandal resistant enclosure (IP 65)","The XPOL-1-5G is Poynting’s second generation “V2” of this very popular Cross Polarised (XPOL), cellular band, 2×2 MIMO antenna. The addition of a 4X4 MIMO derivative is also available for user specific needs. The antenna has been completely redesigned form the previous generation with an all new enclosure and antenna design. The antenna now includes the newer 3400 – 3800 MHz bands as well as the in demand lower 617 MHz band, which were not previously covered by our V1 and is suitable for 2G, 3G, 4G & 5G. This antenna performs exceptionally well in the following frequency bands: 617 – 960 MHz, 1700 – 2170 MHz, 2300 – 2700 MHz & 3400 – 3800 MHz, with a peak gain of 4 dBi across the frequency bands of operation. 
 The radiation patterns of this antenna are omni-directional and exceptionally well controlled, further adding to the performance of the antenna. This makes the antenna perfect for most application areas, such as urban, rural, agricultural and commercial, to achieve the best possible coverage over a large area. The robust mechanical enclosure design makes the antenna weather, dust and vandal resistant and gives it an IP65 rating, suitable for harsh environments.
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/XPOL-1-5G/image1.png","","","","","","","","","0"
"XPOL-24","simple","A-XPOL-0024-V1-01, A-XPOL-0024-V1-02","X-Polarised, Uni-Directional 4x4 MIMO 5G/LTE Antenna","1","0","visible"," Exceptional high-performance antenna over main 5G/LTE bands
 New advanced metamaterial technology for high performance
 Wideband 4x4 MIMO 5G/LTE antenna from 617 to 4200 MHz
 Four cross-polarised antennas within a single enclosure
 Weather, dust and vandal resistant enclosure with IP65 raing","The XPOL-24 expands Poynting’s very popular Cross Polarised (XPOL) antenna range. The XPOL-24 is our first ever 4×4 MIMO 5G/LTE bands with exceptional performance. This is due to the incorporation of advanced metamaterial technology, making use of an Artificial Magnetic Conductor (AMC) and new registered/patent configuration, which has proven to yield exceptional improvements in bandwidth and gain. The radiation patterns of this antenna are exceptionally well controlled, which further adds to exceptional performance of the antenna.
The XPOL-24 offers wideband frequency coverage from 617 to 4200 MHz, with a peak gain of 11dBi across the bands of operation. The antenna performs exceptionally well in the following frequency bands: 617 – 960 MHz, 1710 – 2170 MHz, 2300 – 2700 MHz & 3400 – 4200 MHz. The exceptional wideband performance is an important factor for 5G/LTE technologies, as these technologies rely on features such as Carrier Aggregation (CA) to provide the best possible reception and throughput over multiple frequency bands simultaneously. This makes the XPOL-24 the go to solution for current and future 5G/LTE antenna deployments.
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/XPOL-24/image1.png","","","","","","","","","0"
"XPOL-6","simple","A-XPOL-0006-10M","X-Polarised, High Gain, Directional LTE Antenna (2X2 MIMO)","1","0","visible"," Cross-polarised with high-gain for LTE applications
 Futureproof wideband LTE antenna and Wi-Fi operational frequencies
 Backwards compatible with 2G and 3G technologies
 Two antennas in one enclosure for optimal LTE performance
 2X2 MIMO LTE/4G antenna
 Increased connectivity stability","The XPOL-6 is a unique antenna, which provides a unique solution with a constant high gain for 4G, 3G and 2G networks. The XPOL-6 is a dual-polarised full LTE band antenna and is wall- or pole-mountable. The antenna is equipped to provide client-side MIMO and diversity support for the networks of today and tomorrow. This is done by incorporating two separately fed ultra-wideband elements in a single housing, which is a cost-effective solution for enhancing signal reception. The XPOL-6 antenna increases signal reliability, ensures higher data throughput for users and provides a stable, high quality connection. This improves subscriber’s user experience and secures client retention. It is ideal for any application using the GSM network (LTE/ HSPA/3G/EDGE/GPRS).
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/XPOL-6/image1.png","","","","","","","","","0"
"OMNI-292","simple","A-OMNI-0292-V2","Omni-Directional, Wideband LTE Antenna","1","0","visible","High performance omni-directional antenna
 Compatible with 4G, 3G and 2G technologies, supports 2.4 GHz Wi-Fi
 Ideal for machine to machine (M2M) applications
 Consistent high gain over a very wide frequency band
 Excellent broadband quality antenna
 Vandal and water-resistant enclosure","The OMNI-292 is a high gain omni-directional antenna that covers all cellular frequencies bands needed for LTE(4G), but also covers the bands for HSDPA, 3G, EDGE, GPRS, voice and 2.4 GHz LTE and Wi-Fi bands. Its configuration makes it suitable for fixed installations of any cellular frequency band. This is one of the few omni-directional antennas in the world that offers consistent high gain over a very wide frequency band with excellent radiation pattern performance. This makes it a very popular choice with installers because of its base station agile. It is also ideal for machine to machine (M2M) applications that are communicating through GSM network (GPRS/ EDGE/ 3G/ HSPA/ LTE).
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/OMNI-292/image1.png","","","","","","","","","0"
"MIMO-3-17","simple","A-MIMO-0003-V2-17, A-MIMO-0003-V2-17-B","7-in-1 Transportation & Automotive Antenna","1","0","visible"," 7-in-1 High performance multi frequency 2G/3G/4G/LTE/5G antenna
 4X4 MIMO LTE, 2X2 MIMO Wi-Fi & GPS / GLONASS
 Ultra-wideband, includes 450 MHz and 3.5 GHz CBRS bands
 Robust and water-resistant antenna (IP 69K)
 Ideal for transportation and marine use
 Multi mounting options for easy installation","The MIMO-3-17 is a 7-in-1 high performance multi frequency antenna within a single housing, providing four cellular, two Wi-Fi and a GPS/GLONASS antenna. The four cellular MIMO antennas (for 2G/3G/4G) covers the contemporary 617 MHz to 2700 MHz bands, as well as the new emerging LTE and 5G spectrum for 450MHz and 3.5GHz CBRS bands, which is becoming popular across the various international cellular network operators for LTE. The ultra-wideband performance of the antenna allows it to be used across different operators and technologies and is ready for future cellular technologies up to 3.8 GHz for 5G applications. The antenna also provides two separate dual-band Wi-Fi antennas, providing concurrent 2.4 GHz and 5 GHz on each antenna with 2×2 MIMO capability. The seventh antenna is a high-performance active GPS/GLONASS system operating down to -40°C. The MIMO-3-17 exceeds the performance of most competitors due to the attention to the design of this high-performance antenna. The radiation patterns of all radiating elements provide an excellent balance between omnidirectionality, pattern diversity and good radiation abilities at the desired elevation. This is an important criterion for the transportation and marine market, which the antenna was specifically designed for. Main applications are for commercial/industrial vehicles, marine, M2M and other IoT systems using a wide range of radio technologies, while remaining futureproof over the wide frequency band.
","","","taxable","","1","","","0","0","","","","","1","","","","Farming & Agricultural, IoT, M2M & Smart Meters , Marine & Coastal, Mining & Tunneling, Transportation & Mobility","Farming & Agricultural, IoT, M2M & Smart Meters , Marine & Coastal, Mining & Tunneling, Transportation & Mobility","","http://localhost:8080/wordpress/wp-content/uploads/productImg/MIMO-3-17/image1.png","","","","","","","","","0"
"EPNT-2","simple","A-EPNT-0002-V2-01","Cross-Polarised, High Gain, Uni-Directional 5G/LTE Antenna","1","0","visible"," Antenna enclosure with high performance antennas
 New advanced metamaterial technology
 Exceptional high gain performance over the main 4G/5G bands
 2x2 MIMO dual-band 2.4 GHz and 5 GHz Wi-Fi antennas
 Cross-polarised antennas for improved performance
 Weather, dust and vandal resistant enclosure (IP 65)","Poynting Antennas introduces its all-new antenna enclosure range, the ePoynt series. The ePoynt enclosures are designed to fit a variety of router modules, transforming the antenna enclosure into a Customer Premises Equipment (CPE) – just add your own 4G/5G router. The ePoynt enclosure can accommodate routers up to the size of 185 x 145 x 45 mm³. The ePoynt-2 (EPNT-2) antenna enclosure uses our world renowned Artificial Magnetic Conductor (AMC) technology from our XPOL-2-5G antenna. Providing a cross-polarised, high gain, uni-directional antenna that offers wideband coverage from 617 to 960 MHz and 1710 to 4200 MHz, making it ideal for 4G & 5G implementations. The EPNT-2 contains four cross-polarised cellular antennas, with two uni-directional antennas offering a peak gain of 11 dBi and two omni-directional antennas with a peak gain of 5 dBi. Making it ideal for 4×4 MIMO or dual 2×2 MIMO routers. The EPNT-2 also includes two omni-directional dual-band Wi-Fi antennas that cover the 2.4 GHz and 5 to 6 GHz Wi-Fi bands for 2×2 MIMO. The combination of our uni-directional XPOL-2-5G antenna with a world class router delivers exceptional performance along with increased data throughput. The EPNT-2 enclosure was also designed to withstand adverse weather condition, making the antenna weatherproof and waterproof with an IP65 rating.
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/EPNT-2/image1.png","","","","","","","","","0"
"OMNI-600","simple","A-OMNI-0600-V1-02","Omni-Directional, 2X2 MIMO LTE Antenna","1","0","visible"," 2X2 MIMO high performance omni-directional antenna
 Consistent gain over a wide frequency band
 Increased connectivity stability
 Excellent broadband quality antenna
 Vandal and water-resistant enclosure","The OMNI-600 is a unique new design with improved 2×2 MIMO electrical performance. The ultra-wide band covers all contemporary operating frequencies with excellent balanced gain across all frequencies. Higher frequencies are not compromised, and the antenna design allows Poynting to have superior pattern control over the entire frequency range, making the OMNI-600 a true high performance omni-directional antenna. The OMNI-600 guarantees signal reception almost everywhere, making it usable in all parts of the world. Poynting Antennas achieves this through new antenna configuration using multiple dipoles and a unique (patented) feed network. The antenna is future proof as it covers the 450 MHz frequency and 3.5 GHz CBRS band which is gaining popularity in various regions and countries.
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Mining & Tunneling, Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/OMNI-600/image1.png","","","","","","","","","0"
"LPDA-500","simple","A-LPDA-0500-V1-01","Ultra-Wideband Log-Periodic Dipole Array 5G Antenna","1","0","visible"," Futureproof ultra-wideband antenna from 617 - 7200 MHz
 Exceptional high gain performance over entire frequency range
 Compatible with 2G, 3G, 4G and future 5G technologies
 Improves mobile network subscribers's user experience
 Ruggedized design for weather and vandal protection (IP65)
 Deployable in any extreme weather conditions","The LPDA-500 is Poynting’s new and improved log-periodic dipole array (LPDA) antenna. The LPDA-500 is a high-gain, ultra-wideband, uni-directional antenna that operate from 617 to 7200 MHz. The ultra-wideband coverage includes current 5G and future cellular bands as well as Wi-Fi and Wi-Fi 6E bands. The LPDA-500 has consistent high-gain performance across the entire band of operation, making the antenna suitable for the deployment of various wireless communication systems. Our previous LPDA has been successfully used in extreme weather environments across the world with close to zero failures, with the new LPDA-500 being no different.
The LPDA-500 comes standard with a new and improved mounting bracket, which can be rotated at 45° intervals. This will allow for ease of installation and the customer will be able to mount multiple LPDA-500 antennas and orientate them in a MIMO configuration, i.e., vertical, and horizontal or ±45°. Poynting Antennas are well known for designing future proof antennas and the new LPDA-500 is no different.
","","","taxable","","1","","","0","0","","","","","1","","","","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Urban & Rural Cellular","Commercial & Industrial, Farming & Agricultural, IoT, M2M & Smart Meters , Urban & Rural Cellular","","http://localhost:8080/wordpress/wp-content/uploads/productImg/LPDA-500/image1.png","","","","","","","","","0"
